Name,Date1,Date2,Platform,Mode,Orbit,RelativeOrbit,PolyFrame,OrbitDirection,ProcessingLevel,Polarisation1,Polarisation2,Polarisation3,Polarisation4,Server,Url,Status,SizeMB,Stored,Processed
S1A_IW_SLC__1SDV_20200913T145303_20200913T145331_034341_03FE25_491C.zip,2020-09-13T14:53:03.391Z,2020-09-13T14:53:31.285Z,S1A,IW,34341,144,"POLYGON ((53.654781 -21.290953, 54.084301 -22.967737, 56.496395 -22.398003, 56.037136 -20.730165, 53.654781 -21.290953))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/79c2a911-5d24-59e2-be4a-d7d0946b1d0c,ONLINE,7911.9138,False,False
S1A_IW_SLC__1SDV_20200901T145302_20200901T145330_034166_03F805_9AB9.zip,2020-09-01T14:53:02.927Z,2020-09-01T14:53:30.817Z,S1A,IW,34166,144,"POLYGON ((53.654613 -21.290937, 54.084034 -22.967468, 56.496304 -22.397722, 56.037144 -20.730137, 53.654613 -21.290937))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/f406ad65-340a-53dc-bddd-fc7d18f3ea17,ONLINE,7911.900324,False,False
S1A_IW_SLC__1SDV_20200820T145302_20200820T145330_033991_03F1D6_93EE.zip,2020-08-20T14:53:02.173Z,2020-08-20T14:53:30.041Z,S1A,IW,33991,144,"POLYGON ((53.655243 -21.292398, 54.084297 -22.967573, 56.496571 -22.397854, 56.0378 -20.731619, 53.655243 -21.292398))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/fa97d3ad-f4a7-5287-9dcf-51672b6b0de2,ONLINE,7911.850957,False,False
S1A_IW_SLC__1SDV_20200808T145301_20200808T145329_033816_03EBB4_EE23.zip,2020-08-08T14:53:01.543Z,2020-08-08T14:53:29.433Z,S1A,IW,33816,144,"POLYGON ((53.654762 -21.291883, 54.084209 -22.968409, 56.496525 -22.398628, 56.037338 -20.73105, 53.654762 -21.291883))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/81821069-a33c-59de-869f-7285d713767f,ONLINE,7912.131572,False,False
S1A_IW_SLC__1SDV_20200727T145300_20200727T145328_033641_03E624_1C74.zip,2020-07-27T14:53:00.996Z,2020-07-27T14:53:28.875Z,S1A,IW,33641,144,"POLYGON ((53.654469 -21.292477, 54.083755 -22.968388, 56.496006 -22.398623, 56.036987 -20.731655, 53.654469 -21.292477))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/99ebec2c-5997-5bef-a7a0-622ffba0e99c,ONLINE,7912.191016,False,False
S1A_IW_SLC__1SDV_20200715T145259_20200715T145327_033466_03E0C6_6380.zip,2020-07-15T14:52:59.983Z,2020-07-15T14:53:27.862Z,S1A,IW,33466,144,"POLYGON ((53.655308 -21.29248, 54.084587 -22.968382, 56.49699 -22.398586, 56.037975 -20.731628, 53.655308 -21.29248))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/c3df4497-1c3e-5872-84a5-b0568f45dd15,ONLINE,7912.041344,False,False
S1A_IW_SLC__1SDV_20200703T145259_20200703T145327_033291_03DB6F_1389.zip,2020-07-03T14:52:59.277Z,2020-07-03T14:53:27.165Z,S1A,IW,33291,144,"POLYGON ((53.655083 -21.291945, 54.084457 -22.968351, 56.496811 -22.398611, 56.037693 -20.731152, 53.655083 -21.291945))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/7ce27738-7fd9-5a08-81a2-5d264882914b,ONLINE,7912.255685,False,False
S1A_IW_SLC__1SDV_20200621T145258_20200621T145326_033116_03D61E_571F.zip,2020-06-21T14:52:58.780Z,2020-06-21T14:53:26.659Z,S1A,IW,33116,144,"POLYGON ((53.654549 -21.292397, 54.083801 -22.968315, 56.496044 -22.398598, 56.03706 -20.731623, 53.654549 -21.292397))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/7913f23f-74b5-5521-835a-c13b64160e50,ONLINE,7912.176678,False,False
S1A_IW_SLC__1SDV_20200609T145258_20200609T145325_032941_03D0D0_BF36.zip,2020-06-09T14:52:58.060Z,2020-06-09T14:53:25.948Z,S1A,IW,32941,144,"POLYGON ((53.655361 -21.29199, 54.084755 -22.968401, 56.496998 -22.398661, 56.037861 -20.731197, 53.655361 -21.29199))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/130e9165-3efd-5a39-8c21-a0adacac1e21,ONLINE,7912.162506,False,False
S1A_IW_SLC__1SDV_20200528T145257_20200528T145325_032766_03CBA7_02B6.zip,2020-05-28T14:52:57.353Z,2020-05-28T14:53:25.235Z,S1A,IW,32766,144,"POLYGON ((53.65567 -21.292509, 54.085007 -22.96854, 56.497272 -22.398748, 56.0382 -20.731661, 53.65567 -21.292509))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/b570beb7-c39c-5c77-b67b-9a1fc2733507,ONLINE,7912.009726,False,False
S1A_IW_SLC__1SDV_20200516T145256_20200516T145324_032591_03C65F_65A4.zip,2020-05-16T14:52:56.597Z,2020-05-16T14:53:24.491Z,S1A,IW,32591,144,"POLYGON ((53.655403 -21.292429, 54.084919 -22.969204, 56.497158 -22.399437, 56.037891 -20.731611, 53.655403 -21.292429))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/467af0b1-3c9a-52e6-b917-31b69326fa06,ONLINE,7912.00741,False,False
S1A_IW_SLC__1SDV_20200504T145255_20200504T145323_032416_03C0F2_419C.zip,2020-05-04T14:52:55.861Z,2020-05-04T14:53:23.739Z,S1A,IW,32416,144,"POLYGON ((53.655052 -21.29225, 54.084301 -22.968042, 56.49651 -22.398312, 56.037537 -20.731462, 53.655052 -21.29225))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/86a61db5-64c5-5d4d-af61-783bb0046fdd,ONLINE,7911.983288,False,False
S1A_IW_SLC__1SDV_20200422T145255_20200422T145323_032241_03BAC6_AC21.zip,2020-04-22T14:52:55.272Z,2020-04-22T14:53:23.156Z,S1A,IW,32241,144,"POLYGON ((53.654076 -21.291512, 54.083385 -22.967674, 56.495667 -22.397955, 56.036625 -20.730736, 53.654076 -21.291512))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/93ef6011-3a6d-56f5-9180-d120aa806940,ONLINE,7911.904975,False,False
S1A_IW_SLC__1SDV_20200410T145254_20200410T145322_032066_03B4A4_6808.zip,2020-04-10T14:52:54.782Z,2020-04-10T14:53:22.667Z,S1A,IW,32066,144,"POLYGON ((53.654755 -21.291265, 54.084126 -22.967548, 56.496376 -22.397791, 56.037266 -20.730453, 53.654755 -21.291265))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/0598db81-6b28-5838-ad7c-6b598fd8144e,ONLINE,7912.070915,False,False
S1A_IW_SLC__1SDV_20200329T145254_20200329T145322_031891_03AE72_D03C.zip,2020-03-29T14:52:54.519Z,2020-03-29T14:53:22.390Z,S1A,IW,31891,144,"POLYGON ((53.654533 -21.292585, 54.083706 -22.967985, 56.496136 -22.398174, 56.037247 -20.731714, 53.654533 -21.292585))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/6b447410-2b2f-52b3-b959-6381bdf97e5a,ONLINE,7912.258124,False,False
S1A_IW_SLC__1SDV_20200317T145254_20200317T145322_031716_03A84C_9F7C.zip,2020-03-17T14:52:54.391Z,2020-03-17T14:53:22.275Z,S1A,IW,31716,144,"POLYGON ((53.654728 -21.292341, 54.084114 -22.968487, 56.496437 -22.398685, 56.037327 -20.731483, 53.654728 -21.292341))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/446d12de-b98b-5125-89c0-798a7c895429,ONLINE,7912.051972,False,False
S1A_IW_SLC__1SDV_20200305T145254_20200305T145322_031541_03A23C_8627.zip,2020-03-05T14:52:54.240Z,2020-03-05T14:53:22.121Z,S1A,IW,31541,144,"POLYGON ((53.654884 -21.291666, 54.084229 -22.967697, 56.496426 -22.397949, 56.037365 -20.730858, 53.654884 -21.291666))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/51c5e022-fed3-5b45-899d-30a1a7e229f6,ONLINE,7911.891275,False,False
S1A_IW_SLC__1SDV_20200222T145254_20200222T145322_031366_039C30_7D47.zip,2020-02-22T14:52:54.160Z,2020-02-22T14:53:22.043Z,S1A,IW,31366,144,"POLYGON ((53.654808 -21.291687, 54.084167 -22.967848, 56.496323 -22.398138, 56.037239 -20.730917, 53.654808 -21.291687))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/8e0fa7cc-003d-598b-8e57-57fb3d94da4c,ONLINE,7911.953151,False,False
S1A_IW_SLC__1SDV_20200210T145254_20200210T145322_031191_03962A_5FB2.zip,2020-02-10T14:52:54.352Z,2020-02-10T14:53:22.238Z,S1A,IW,31191,144,"POLYGON ((53.654552 -21.291769, 54.083946 -22.968058, 56.496048 -22.398367, 56.036934 -20.73102, 53.654552 -21.291769))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/88b324b4-2065-5e84-af9e-5c5c970a6456,ONLINE,7912.039287,False,False
S1A_IW_SLC__1SDV_20200129T145254_20200129T145322_031016_039011_DB19.zip,2020-01-29T14:52:54.637Z,2020-01-29T14:53:22.531Z,S1A,IW,31016,144,"POLYGON ((53.655567 -21.291222, 54.085136 -22.967999, 56.497189 -22.39826, 56.037895 -20.730429, 53.655567 -21.291222))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/7687f102-8345-5e94-a202-9b84e615d46c,ONLINE,7912.608858,False,False
S1A_IW_SLC__1SDV_20200117T145255_20200117T145322_030841_0389EA_9A4F.zip,2020-01-17T14:52:55.062Z,2020-01-17T14:53:22.931Z,S1A,IW,30841,144,"POLYGON ((53.65596 -21.291967, 54.085163 -22.96726, 56.497204 -22.397512, 56.038303 -20.731157, 53.65596 -21.291967))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/2936c0e0-97b9-591a-8adb-ea106cc23bcc,ONLINE,7911.793032,False,False
S1A_IW_SLC__1SDV_20200105T145255_20200105T145323_030666_0383CA_58FB.zip,2020-01-05T14:52:55.575Z,2020-01-05T14:53:23.442Z,S1A,IW,30666,144,"POLYGON ((53.656082 -21.292088, 54.085239 -22.967262, 56.497223 -22.397551, 56.038372 -20.731312, 53.656082 -21.292088))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/91ddf817-4e44-5e76-b005-e9a3b133b309,ONLINE,7911.9471,False,False
S1A_IW_SLC__1SDV_20191224T145256_20191224T145324_030491_037DBF_B03E.zip,2019-12-24T14:52:56.124Z,2019-12-24T14:53:24.005Z,S1A,IW,30491,144,"POLYGON ((53.655273 -21.291164, 54.084618 -22.967213, 56.496574 -22.397554, 56.037525 -20.730446, 53.655273 -21.291164))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/4caa55ce-59fc-545f-843d-b85744560c37,ONLINE,7911.965453,False,False
S1A_IW_SLC__1SDV_20191212T145256_20191212T145324_030316_0377B2_B7C8.zip,2019-12-12T14:52:56.589Z,2019-12-12T14:53:24.472Z,S1A,IW,30316,144,"POLYGON ((53.655212 -21.291161, 54.084583 -22.967333, 56.496532 -22.397678, 56.037449 -20.730446, 53.655212 -21.291161))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/81af3b65-7378-5535-a01b-0fd31314b748,ONLINE,7911.990924,False,False
S1A_IW_SLC__1SDV_20191130T145256_20191130T145324_030141_0371A8_3361.zip,2019-11-30T14:52:56.978Z,2019-11-30T14:53:24.868Z,S1A,IW,30141,144,"POLYGON ((53.655205 -21.291056, 54.08469 -22.967598, 56.496609 -22.397921, 56.037403 -20.73032, 53.655205 -21.291056))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/be6dc40d-c071-5524-95cb-ef4721d8f096,ONLINE,7912.379168,False,False
S1A_IW_SLC__1SDV_20191118T145257_20191118T145325_029966_036B97_87A1.zip,2019-11-18T14:52:57.430Z,2019-11-18T14:53:25.318Z,S1A,IW,29966,144,"POLYGON ((53.655144 -21.291016, 54.084621 -22.967428, 56.49659 -22.397697, 56.037392 -20.730228, 53.655144 -21.291016))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/bde6d4a2-7057-566c-8744-41081800f01f,ONLINE,7911.944227,False,False
S1A_IW_SLC__1SDV_20191106T145257_20191106T145325_029791_036582_5AF2.zip,2019-11-06T14:52:57.592Z,2019-11-06T14:53:25.480Z,S1A,IW,29791,144,"POLYGON ((53.655144 -21.290939, 54.084602 -22.967348, 56.496643 -22.397621, 56.03746 -20.730154, 53.655144 -21.290939))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/ec82a110-64a1-5c68-ac68-d0101c1044d7,ONLINE,7912.405909,False,False
S1A_IW_SLC__1SDV_20191025T145257_20191025T145325_029616_035F55_85C1.zip,2019-10-25T14:52:57.490Z,2019-10-25T14:53:25.384Z,S1A,IW,29616,144,"POLYGON ((53.656216 -21.291365, 54.085751 -22.968147, 56.497822 -22.398436, 56.038555 -20.730598, 53.656216 -21.291365))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/c3617b03-b1f3-523b-8256-c3e9550c69e6,ONLINE,7912.50802,False,False
S1A_IW_SLC__1SDV_20191013T145257_20191013T145325_029441_035955_4F94.zip,2019-10-13T14:52:57.540Z,2019-10-13T14:53:25.426Z,S1A,IW,29441,144,"POLYGON ((53.655636 -21.291336, 54.085018 -22.967628, 56.497093 -22.397936, 56.037983 -20.730585, 53.655636 -21.291336))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/5654450b-dc4e-5152-ad3d-3cce4b9526a5,ONLINE,7912.085724,False,False
S1A_IW_SLC__1SDV_20191001T145257_20191001T145325_029266_03534C_B9C8.zip,2019-10-01T14:52:57.631Z,2019-10-01T14:53:25.519Z,S1A,IW,29266,144,"POLYGON ((53.654152 -21.291059, 54.083572 -22.967474, 56.495667 -22.397758, 56.036518 -20.730288, 53.654152 -21.291059))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/6c19d9e0-a9ea-53bc-b261-1905712fe290,ONLINE,7912.075386,False,False
S1A_IW_SLC__1SDV_20190919T145257_20190919T145324_029091_034D49_558D.zip,2019-09-19T14:52:57.028Z,2019-09-19T14:53:24.916Z,S1A,IW,29091,144,"POLYGON ((53.65527 -21.291084, 54.084686 -22.967499, 56.496815 -22.397764, 56.037663 -20.730297, 53.65527 -21.291084))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/c27095f4-c9c7-5b73-94a4-a82f678f2992,ONLINE,7911.932253,False,False
S1A_IW_SLC__1SDV_20190907T145256_20190907T145324_028916_03473E_8826.zip,2019-09-07T14:52:56.631Z,2019-09-07T14:53:24.517Z,S1A,IW,28916,144,"POLYGON ((53.654755 -21.291214, 54.084156 -22.967493, 56.496399 -22.397703, 56.037262 -20.730371, 53.654755 -21.291214))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/5da7d8f1-cca9-53b1-8105-1ea8d60e8056,ONLINE,7912.290536,False,False
S1A_IW_SLC__1SDV_20190826T145256_20190826T145323_028741_034124_ABC3.zip,2019-08-26T14:52:56.056Z,2019-08-26T14:53:23.944Z,S1A,IW,28741,144,"POLYGON ((53.654545 -21.291018, 54.083961 -22.967422, 56.496204 -22.397652, 56.037052 -20.730192, 53.654545 -21.291018))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/de6e4329-6649-52bf-80c2-c7566c1c7226,ONLINE,7912.019005,False,False
S1A_IW_SLC__1SDV_20190814T145255_20190814T145323_028566_033B19_7011.zip,2019-08-14T14:52:55.563Z,2019-08-14T14:53:23.450Z,S1A,IW,28566,144,"POLYGON ((53.654243 -21.29097, 54.083633 -22.967379, 56.495872 -22.397636, 56.036739 -20.730173, 53.654243 -21.29097))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/5297e591-b87c-5a11-a782-d6c6b8280600,ONLINE,7911.939918,False,False
S1A_IW_SLC__1SDV_20190802T145254_20190802T145322_028391_033555_3D06.zip,2019-08-02T14:52:54.593Z,2019-08-02T14:53:22.476Z,S1A,IW,28391,144,"POLYGON ((53.654869 -21.291756, 54.084183 -22.967915, 56.496529 -22.398172, 56.037479 -20.730959, 53.654869 -21.291756))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/54005322-aa90-596a-8793-0954a950fa33,ONLINE,7912.12203,False,False
S1A_IW_SLC__1SDV_20190721T145253_20190721T145321_028216_033000_17F9.zip,2019-07-21T14:52:53.887Z,2019-07-21T14:53:21.778Z,S1A,IW,28216,144,"POLYGON ((53.654968 -21.292192, 54.084446 -22.968845, 56.496719 -22.399076, 56.037495 -20.731371, 53.654968 -21.292192))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/e6bd61b8-3a4b-57d9-a5f6-0bfd3ea16d94,ONLINE,7912.159043,False,False
S1A_IW_SLC__1SDV_20190709T145253_20190709T145320_028041_032ABB_85BC.zip,2019-07-09T14:52:53.002Z,2019-07-09T14:53:20.894Z,S1A,IW,28041,144,"POLYGON ((53.655315 -21.291889, 54.084801 -22.968531, 56.497185 -22.398724, 56.037952 -20.73103, 53.655315 -21.291889))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/ade8e019-c9b6-5d51-90fc-4370afa5d0c2,ONLINE,7912.400408,False,False
S1A_IW_SLC__1SDV_20190627T145252_20190627T145320_027866_032564_9FDB.zip,2019-06-27T14:52:52.299Z,2019-06-27T14:53:20.186Z,S1A,IW,27866,144,"POLYGON ((53.655098 -21.291386, 54.084503 -22.967793, 56.496754 -22.398029, 56.037609 -20.73057, 53.655098 -21.291386))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/f1370f9c-d906-5353-a089-b87f9ebec806,ONLINE,7912.105591,False,False
S1A_IW_SLC__1SDV_20190615T145251_20190615T145319_027691_03202D_ED71.zip,2019-06-15T14:52:51.472Z,2019-06-15T14:53:19.362Z,S1A,IW,27691,144,"POLYGON ((53.655117 -21.291876, 54.08453 -22.968403, 56.49688 -22.398653, 56.037724 -20.731071, 53.655117 -21.291876))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/e47e4ab3-0129-5a05-b027-07d84f9cde38,ONLINE,7912.271121,False,False
S1A_IW_SLC__1SDV_20190603T145250_20190603T145318_027516_031AE3_538E.zip,2019-06-03T14:52:50.955Z,2019-06-03T14:53:18.843Z,S1A,IW,27516,144,"POLYGON ((53.654137 -21.29166, 54.083515 -22.968065, 56.495846 -22.398327, 56.036724 -20.730867, 53.654137 -21.29166))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/4675b20d-73cf-5315-9fd3-877f1c137070,ONLINE,7912.374228,False,False
S1A_IW_SLC__1SDV_20190522T145250_20190522T145318_027341_031575_B714.zip,2019-05-22T14:52:50.413Z,2019-05-22T14:53:18.288Z,S1A,IW,27341,144,"POLYGON ((53.654499 -21.292372, 54.08371 -22.968031, 56.49604 -22.398279, 56.037106 -20.73156, 53.654499 -21.292372))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/7449d2ca-8ee6-5517-837f-db10dc791d24,ONLINE,7912.059838,False,False
S1A_IW_SLC__1SDV_20190510T145249_20190510T145317_027166_030FFA_F488.zip,2019-05-10T14:52:49.621Z,2019-05-10T14:53:17.509Z,S1A,IW,27166,144,"POLYGON ((53.655823 -21.291277, 54.085262 -22.967682, 56.497444 -22.397907, 56.038273 -20.730446, 53.655823 -21.291277))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/66c20159-b3b2-52f2-b95d-a25628a77a35,ONLINE,7912.247688,False,False
S1A_IW_SLC__1SDV_20190428T145249_20190428T145317_026991_0309E3_9BE5.zip,2019-04-28T14:52:49.422Z,2019-04-28T14:53:17.312Z,S1A,IW,26991,144,"POLYGON ((53.654224 -21.292173, 54.083675 -22.968702, 56.49593 -22.39893, 56.036736 -20.731348, 53.654224 -21.292173))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/91551c04-33d8-5350-911b-cfb570c6e5ac,ONLINE,7912.322051,False,False
S1A_IW_SLC__1SDV_20190416T145248_20190416T145316_026816_030391_3557.zip,2019-04-16T14:52:48.707Z,2019-04-16T14:53:16.592Z,S1A,IW,26816,144,"POLYGON ((53.653889 -21.290707, 54.083225 -22.966995, 56.495434 -22.397289, 56.036362 -20.729944, 53.653889 -21.290707))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/0a297502-34f3-5d31-9906-a11c0ebec2c2,ONLINE,7911.79976,False,False
S1A_IW_SLC__1SDV_20190404T145248_20190404T145316_026641_02FD36_25B0.zip,2019-04-04T14:52:48.398Z,2019-04-04T14:53:16.284Z,S1A,IW,26641,144,"POLYGON ((53.653236 -21.291594, 54.082581 -22.967865, 56.495041 -22.398106, 56.035965 -20.730778, 53.653236 -21.291594))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/53b45236-d02e-595d-8613-424431b7c4d8,ONLINE,7912.182943,False,False
S1A_IW_SLC__1SDV_20190323T145248_20190323T145316_026466_02F6BB_BCFE.zip,2019-03-23T14:52:48.130Z,2019-03-23T14:53:16.022Z,S1A,IW,26466,144,"POLYGON ((53.653614 -21.29101, 54.083088 -22.967653, 56.495461 -22.397879, 56.036251 -20.730183, 53.653614 -21.29101))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/09002cf6-a5dd-59e3-98f6-af571d93931d,ONLINE,7911.945777,False,False
S1A_IW_SLC__1SDV_20190311T145247_20190311T145315_026291_02F044_4FC9.zip,2019-03-11T14:52:47.914Z,2019-03-11T14:53:15.795Z,S1A,IW,26291,144,"POLYGON ((53.654617 -21.291973, 54.083969 -22.967997, 56.496223 -22.398222, 56.037148 -20.731138, 53.654617 -21.291973))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/cf0562e2-94fe-51ee-a2da-9bab3ed7d6b1,ONLINE,7912.567484,False,False
S1A_IW_SLC__1SDV_20190227T145248_20190227T145315_026116_02E9EB_EBEF.zip,2019-02-27T14:52:48.004Z,2019-02-27T14:53:15.875Z,S1A,IW,26116,144,"POLYGON ((53.654972 -21.292158, 54.084179 -22.967571, 56.496342 -22.39781, 56.03743 -20.731337, 53.654972 -21.292158))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/4ad77ac0-1ad3-5a6c-aab3-f6068e7b80e5,ONLINE,7912.076108,False,False
S1A_IW_SLC__1SDV_20190215T145247_20190215T145315_025941_02E3B4_DF1F.zip,2019-02-15T14:52:47.966Z,2019-02-15T14:53:15.858Z,S1A,IW,25941,144,"POLYGON ((53.655632 -21.291426, 54.085152 -22.968081, 56.497234 -22.39835, 56.037991 -20.730639, 53.655632 -21.291426))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/b2aa0d2e-3338-572b-9857-732a93b0fc66,ONLINE,7912.408317,False,False
S1A_IW_SLC__1SDV_20190203T145248_20190203T145316_025766_02DD7C_34C7.zip,2019-02-03T14:52:48.279Z,2019-02-03T14:53:16.172Z,S1A,IW,25766,144,"POLYGON ((53.654568 -21.290697, 54.084084 -22.967485, 56.496105 -22.397823, 56.036865 -20.729979, 53.654568 -21.290697))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/3ae598bd-7cf5-5f02-a72e-09efb2ce2095,ONLINE,7912.275074,False,False
S1A_IW_SLC__1SDV_20190122T145248_20190122T145316_025591_02D71D_388D.zip,2019-01-22T14:52:48.692Z,2019-01-22T14:53:16.580Z,S1A,IW,25591,144,"POLYGON ((53.654552 -21.29064, 54.083988 -22.967056, 56.495995 -22.397375, 56.036842 -20.7299, 53.654552 -21.29064))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/04013a2d-de94-5443-bdab-034dd03a6b1c,ONLINE,7911.965563,False,False
S1A_IW_SLC__1SDV_20190110T145248_20190110T145316_025416_02D0BB_0261.zip,2019-01-10T14:52:48.903Z,2019-01-10T14:53:16.803Z,S1A,IW,25416,144,"POLYGON ((53.655441 -21.290764, 54.085087 -22.967915, 56.497112 -22.398201, 56.037731 -20.729996, 53.655441 -21.290764))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/de14bbe3-bba7-587b-b184-89c1ee064692,ONLINE,7912.316233,False,False
S1A_IW_SLC__1SDV_20181229T145249_20181229T145317_025241_02CA72_A096.zip,2018-12-29T14:52:49.548Z,2018-12-29T14:53:17.437Z,S1A,IW,25241,144,"POLYGON ((53.655396 -21.29092, 54.084915 -22.967453, 56.496861 -22.397732, 56.037624 -20.730141, 53.655396 -21.29092))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/6afbea36-7f6d-55a1-956d-11682afd1689,ONLINE,7912.466391,False,False
S1A_IW_SLC__1SDV_20181217T145249_20181217T145317_025066_02C419_70E7.zip,2018-12-17T14:52:49.842Z,2018-12-17T14:53:17.727Z,S1A,IW,25066,144,"POLYGON ((53.656433 -21.290903, 54.08588 -22.96719, 56.497833 -22.397476, 56.038677 -20.730129, 53.656433 -21.290903))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/29e98b29-f303-59d7-a59e-d12a70b57318,ONLINE,7911.935616,False,False
S1A_IW_SLC__1SDV_20181205T145250_20181205T145318_024891_02BDCA_E20A.zip,2018-12-05T14:52:50.498Z,2018-12-05T14:53:18.388Z,S1A,IW,24891,144,"POLYGON ((53.654804 -21.29162, 54.084267 -22.968161, 56.496296 -22.398495, 56.037113 -20.730896, 53.654804 -21.29162))",ASCENDING,SLC,VV,VH,,,Copernicus,https://catalogue.dataspace.copernicus.eu/download/c332d0df-7790-501f-b7e2-8be6af5c4187,ONLINE,7912.260527,False,False
