Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
273060,San Pablo Volcanic Field,Philippines,Volcanic field,Eruption Dated,1350 CE,Philippines and SE Asia,Luzon,14.12,121.3,1090,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
273070,Taal,Philippines,Caldera,Eruption Observed,2024 CE,Philippines and SE Asia,Luzon,14.0106,120.9975,311,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273080,Laguna Caldera,Philippines,Caldera,Unrest / Holocene,Unknown,Philippines and SE Asia,Luzon,14.42,121.27,743,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273083,Pinatubo,Philippines,Stratovolcano,Eruption Observed,1993 CE,Philippines and SE Asia,Luzon,15.13,120.35,1486,Dacite,Subduction zone / Continental crust (>25 km)
273087,Patoc,Philippines,Stratovolcano,Unrest / Holocene,Unknown,Philippines and SE Asia,Luzon,17.147,120.98,1865,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273088,Ambalatungan Group,Philippines,Compound,Unrest / Holocene,Unknown,Philippines and SE Asia,Luzon,17.32,121.1,2329,Dacite,Subduction zone / Continental crust (>25 km)
273090,Cagua,Philippines,Stratovolcano,Eruption Observed,1860 CE,Philippines and SE Asia,Luzon,18.222,122.123,1133,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
274010,Camiguin de Babuyanes,Philippines,Stratovolcano,Eruption Observed,1857 CE,Philippines and SE Asia,North of Luzon,18.83,121.86,712,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
274020,Didicas,Philippines,Compound,Eruption Observed,1978 CE,Philippines and SE Asia,North of Luzon,19.077,122.202,228,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
274030,Babuyan Claro,Philippines,Stratovolcano(es),Eruption Observed,1924 CE,Philippines and SE Asia,North of Luzon,19.524,121.95,1064,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
274060,Iraya,Philippines,Stratovolcano,Eruption Observed,1454 CE,Philippines and SE Asia,North of Luzon,20.469,122.01,1009,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
275001,Hainan Volcanic Field,China,Volcanic field,Eruption Observed,1933 CE,Philippines and SE Asia,Southeast Asia,19.905,110.229,196,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275020,Ly Son Group,Vietnam,Volcanic field,Evidence Credible,Unknown,Philippines and SE Asia,Southeast Asia,15.38,109.12,157,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275060,"Cendres, Ile des",Vietnam,Volcanic field,Eruption Observed,1923 CE,Philippines and SE Asia,Southeast Asia,10.158,109.014,-20,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275080,Popa,Burma (Myanmar),Stratovolcano,Eruption Dated,6050 BCE,Philippines and SE Asia,Southeast Asia,20.92,95.25,1518,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
275110,Tengchong,China,Volcanic field,Eruption Dated,5750 BCE,Philippines and SE Asia,Southeast Asia,25.23,98.5,2865,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
281031,Kueishantao,Taiwan,Stratovolcano,Eruption Observed,1853 CE,"Japan, Taiwan, Marianas",Taiwan,24.841,121.953,361,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
281032,Tatun Volcanic Group,Taiwan,Lava dome(s),Eruption Dated,648 CE,"Japan, Taiwan, Marianas",Taiwan,25.178,121.553,1120,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282010,Submarine Volcano NNE of Iriomotejima,Japan,Stratovolcano,Eruption Observed,1924 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,24.57,123.93,-200,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
282020,Io-Torishima,Japan,Complex,Eruption Observed,1968 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,27.881,128.223,212,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282021,Yokoatejima,Japan,Stratovolcano(es),Eruption Observed,1835 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,28.797,128.997,495,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282022,Akusekijima,Japan,Stratovolcano(es),Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.465,129.594,555,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282030,Suwanosejima,Japan,Stratovolcano(es),Eruption Observed,2024 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.638,129.714,796,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282040,Nakanoshima,Japan,Stratovolcano(es),Eruption Observed,1914 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.859,129.857,979,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282043,Kuchinoshima,Japan,Stratovolcano(es),Eruption Dated,1190 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.968,129.926,628,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282050,Kuchinoerabujima,Japan,Stratovolcano(es),Eruption Observed,2020 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
282060,Kikai,Japan,Caldera,Eruption Observed,2024 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.793,130.305,704,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
282070,Ata,Japan,Caldera(s),Eruption Observed,885 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282080,Aira,Japan,Caldera,Eruption Observed,2024 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.5772,130.6589,1117,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282081,Yonemaru-Sumiyoshiike,Japan,Maar(s),Eruption Dated,6200 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.771,130.592,40,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
282090,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282091,Fukue,Japan,Volcanic field,Eruption Dated,400 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.657,128.849,315,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
282100,Unzendake,Japan,Complex,Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.761,130.299,1483,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282110,Asosan,Japan,Caldera,Eruption Observed,2021 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.8849,131.085,1592,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282120,Kujusan,Japan,Stratovolcano(es),Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.086,131.249,1791,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282130,Yufu-Tsurumi,Japan,Lava dome(s),Eruption Observed,867 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.282,131.39,1584,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283001,Abu,Japan,Volcanic field,Eruption Dated,6850 BCE,"Japan, Taiwan, Marianas",Honshu,34.4833,131.5167,641,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283002,Sanbesan,Japan,Stratovolcano,Eruption Dated,650 CE,"Japan, Taiwan, Marianas",Honshu,35.141,132.622,1126,Dacite,Subduction zone / Continental crust (>25 km)
283010,Izu-Tobu,Japan,Pyroclastic cone(s),Eruption Observed,1989 CE,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
283020,Hakoneyama,Japan,Complex,Eruption Dated,2015 CE,"Japan, Taiwan, Marianas",Honshu,35.233,139.021,1438,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283030,Fujisan,Japan,Stratovolcano,Eruption Observed,1708 CE,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
283031,Yokodake,Japan,Stratovolcano(es),Eruption Dated,1200 CE,"Japan, Taiwan, Marianas",Honshu,36.087,138.32,2480,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283040,Ontakesan,Japan,Complex,Eruption Observed,2014 CE,"Japan, Taiwan, Marianas",Honshu,35.893,137.48,3067,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283050,Hakusan,Japan,Stratovolcano,Eruption Observed,1659 CE,"Japan, Taiwan, Marianas",Honshu,36.155,136.771,2702,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283060,Norikuradake,Japan,Stratovolcano(es),Eruption Dated,50 BCE,"Japan, Taiwan, Marianas",Honshu,36.106,137.554,3026,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283069,Akandanayama,Japan,Stratovolcano,Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,36.2,137.573,2109,,
283070,Yakedake,Japan,Stratovolcano(es),Eruption Observed,1995 CE,"Japan, Taiwan, Marianas",Honshu,36.227,137.587,2455,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283071,Washiba-Kumonotaira,Japan,Shield(s),Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,36.408,137.594,2924,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283080,Midagahara,Japan,Stratovolcano,Eruption Observed,1839 CE,"Japan, Taiwan, Marianas",Honshu,36.571,137.59,2621,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283090,Niigata-Yakeyama,Japan,Lava dome,Eruption Observed,1998 CE,"Japan, Taiwan, Marianas",Honshu,36.921,138.036,2400,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283100,Myokosan,Japan,Stratovolcano,Eruption Dated,750 BCE,"Japan, Taiwan, Marianas",Honshu,36.891,138.114,2454,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283110,Asamayama,Japan,Complex,Eruption Observed,2019 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283120,Kusatsu-Shiranesan,Japan,Stratovolcano(es),Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Honshu,36.618,138.528,2165,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283121,Shiga,Japan,Shield(s),Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Honshu,36.688,138.519,2041,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283122,Harunasan,Japan,Stratovolcano,Eruption Dated,550 CE,"Japan, Taiwan, Marianas",Honshu,36.477,138.851,1449,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283130,Akagisan,Japan,Stratovolcano,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas",Honshu,36.56,139.193,1828,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283131,Hiuchigatake,Japan,Stratovolcano,Eruption Observed,1544 CE,"Japan, Taiwan, Marianas",Honshu,36.955,139.285,2356,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283140,Nikko-Shiranesan,Japan,Shield,Eruption Observed,1952 CE,"Japan, Taiwan, Marianas",Honshu,36.799,139.376,2578,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283141,Nantaisan,Japan,Stratovolcano,Eruption Dated,9540 BCE,"Japan, Taiwan, Marianas",Honshu,36.765,139.491,2486,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283142,Omanago Group,Japan,Lava dome(s),Eruption Dated,3050 BCE,"Japan, Taiwan, Marianas",Honshu,36.8067,139.4756,2341,Dacite,Subduction zone / Continental crust (>25 km)
283143,Takaharayama,Japan,Stratovolcano,Eruption Dated,4570 BCE,"Japan, Taiwan, Marianas",Honshu,36.9,139.777,1795,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283150,Nasudake,Japan,Stratovolcano(es),Eruption Observed,1963 CE,"Japan, Taiwan, Marianas",Honshu,37.125,139.963,1915,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283151,Numazawa,Japan,Shield,Eruption Dated,3400 BCE,"Japan, Taiwan, Marianas",Honshu,37.444,139.566,835,Dacite,Subduction zone / Continental crust (>25 km)
283160,Bandaisan,Japan,Stratovolcano,Eruption Observed,1888 CE,"Japan, Taiwan, Marianas",Honshu,37.601,140.072,1816,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283170,Adatarayama,Japan,Stratovolcano(es),Eruption Observed,1996 CE,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283180,Azumayama,Japan,Stratovolcano(es),Eruption Observed,1977 CE,"Japan, Taiwan, Marianas",Honshu,37.735,140.244,1949,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283190,Zaozan [Zaosan],Japan,Complex,Eruption Observed,1940 CE,"Japan, Taiwan, Marianas",Honshu,38.144,140.44,1841,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283191,Hijiori,Japan,Caldera,Evidence Credible,Unknown,"Japan, Taiwan, Marianas",Honshu,38.5992,140.1617,552,Dacite,Subduction zone / Continental crust (>25 km)
283200,Naruko,Japan,Caldera,Eruption Observed,837 CE,"Japan, Taiwan, Marianas",Honshu,38.729,140.734,470,Rhyolite,Subduction zone / Continental crust (>25 km)
283210,Kurikomayama,Japan,Stratovolcano,Eruption Observed,1950 CE,"Japan, Taiwan, Marianas",Honshu,38.961,140.788,1627,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283220,Chokaisan,Japan,Stratovolcano(es),Eruption Observed,1974 CE,"Japan, Taiwan, Marianas",Honshu,39.099,140.049,2236,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283230,Akita-Komagatake,Japan,Stratovolcano(es),Eruption Observed,1971 CE,"Japan, Taiwan, Marianas",Honshu,39.761,140.799,1637,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
283240,Iwatesan,Japan,Complex,Eruption Observed,1919 CE,"Japan, Taiwan, Marianas",Honshu,39.853,141.001,2038,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
283250,Hachimantai,Japan,Stratovolcano,Eruption Dated,5350 BCE,"Japan, Taiwan, Marianas",Honshu,39.958,140.854,1613,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283260,Akita-Yakeyama,Japan,Stratovolcano,Eruption Observed,1997 CE,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283262,Megata,Japan,Maar(s),Eruption Dated,2050 BCE,"Japan, Taiwan, Marianas",Honshu,39.95,139.725,160,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283270,Iwakisan,Japan,Stratovolcano,Eruption Observed,1863 CE,"Japan, Taiwan, Marianas",Honshu,40.656,140.303,1625,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283271,Towada,Japan,Caldera,Eruption Observed,915 CE,"Japan, Taiwan, Marianas",Honshu,40.51,140.88,1011,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283280,Hakkodasan,Japan,Stratovolcano(es),Eruption Dated,1550 CE,"Japan, Taiwan, Marianas",Honshu,40.659,140.877,1585,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283290,Osorezan,Japan,Stratovolcano,Eruption Observed,1787 CE,"Japan, Taiwan, Marianas",Honshu,41.279,141.12,878,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
284010,Izu-Oshima,Japan,Stratovolcano,Eruption Observed,1990 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,746,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284011,Toshima,Japan,Stratovolcano,Eruption Dated,4550 BCE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284020,Niijima,Japan,Lava dome(s),Eruption Observed,886 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
284030,Kozushima,Japan,Lava dome(s),Eruption Observed,838 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
284040,Miyakejima,Japan,Stratovolcano,Eruption Observed,2010 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284041,Mikurajima,Japan,Stratovolcano,Eruption Dated,4100 BCE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284042,Kurose Hole,Japan,Caldera,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-114,Dacite,Subduction zone / Oceanic crust (< 15 km)
284050,Hachijojima,Japan,Stratovolcano(es),Eruption Observed,1606 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284060,Aogashima,Japan,Stratovolcano,Eruption Observed,1785 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284061,Kita-Bayonnaise,Japan,Caldera,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
284070,Myojinsho,Japan,Caldera,Eruption Observed,1970 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,Dacite,Subduction zone / Oceanic crust (< 15 km)
284080,Sumisujima,Japan,Caldera,Eruption Observed,1916 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,Dacite,Subduction zone / Oceanic crust (< 15 km)
284090,Izu-Torishima,Japan,Stratovolcano,Eruption Observed,2002 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284091,Sofugan,Japan,Stratovolcano,Evidence Uncertain,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
284093,Suiyo Seamount,Japan,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
284094,Mokuyo Seamount,Japan,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
284095,Doyo Seamount,Japan,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
284096,Nishinoshima,Japan,Caldera,Eruption Observed,2023 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,100,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
284097,Kaikata Seamount,Japan,Stratovolcano,Unrest / Holocene,Unknown,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
