61 38 168
62 39 171
62 40 174
63 40 177
63 42 180
64 43 183
64 44 185
65 45 188
65 46 191
66 47 194
66 48 196
67 49 199
67 50 202
67 51 205
68 52 207
68 53 210
68 54 212
69 55 215
69 56 217
69 58 219
70 59 221
70 60 223
70 62 225
70 63 227
70 64 228
71 66 230
71 67 231
71 69 233
71 70 234
71 71 236
71 73 237
71 74 238
71 76 239
71 77 240
71 78 241
71 80 242
71 81 243
71 83 244
71 84 245
71 85 246
71 87 247
71 88 248
70 89 248
70 91 249
70 92 250
70 94 250
69 95 251
69 97 251
69 98 252
68 99 252
68 101 253
67 102 253
66 104 253
66 105 253
65 107 254
64 108 254
63 110 254
61 111 254
60 113 254
58 114 254
57 116 254
55 117 254
54 119 253
52 120 253
51 122 252
49 123 252
48 125 251
47 126 251
47 128 250
46 129 249
46 131 249
46 132 248
45 133 247
45 135 246
45 136 245
45 137 244
45 139 243
44 140 242
44 141 241
44 142 240
43 144 239
42 145 238
42 146 237
41 148 236
40 149 235
39 150 235
38 151 234
38 152 233
37 154 232
37 155 231
36 156 230
36 157 230
35 158 229
35 159 228
34 161 228
33 162 227
32 163 227
31 164 226
31 165 225
30 166 225
29 167 224
28 168 223
27 170 222
26 171 221
25 172 220
24 173 219
23 174 218
21 175 217
20 176 215
18 176 214
16 177 213
13 178 211
11 179 210
8 180 208
5 181 207
3 181 205
2 182 204
1 183 202
0 184 200
0 184 199
0 185 197
1 186 196
2 186 194
4 187 192
6 188 191
9 188 189
12 189 187
16 189 185
19 190 184
22 190 182
26 191 180
29 192 178
31 192 177
34 193 175
36 193 173
39 194 171
41 194 170
42 195 168
44 195 166
45 196 164
47 196 162
48 197 160
49 198 158
51 198 156
52 199 154
54 199 152
55 200 150
57 200 148
59 201 145
61 201 143
63 202 141
66 202 139
68 202 136
71 203 134
74 203 131
77 203 129
80 203 126
84 204 124
87 204 121
90 204 119
93 204 116
96 204 113
99 204 110
103 204 107
106 204 105
110 204 102
113 204 99
117 204 96
121 204 94
124 204 91
128 203 88
132 203 86
135 203 83
139 202 80
143 202 77
146 202 74
150 201 72
153 201 69
157 200 66
160 200 64
164 199 61
167 199 59
170 198 57
174 198 54
177 197 52
180 197 50
184 196 49
187 195 47
190 195 45
193 194 43
196 193 42
199 193 41
202 192 40
205 191 39
208 191 39
211 190 39
213 190 39
216 189 39
219 189 40
221 188 41
224 187 42
227 187 43
229 187 44
231 186 46
234 186 48
236 186 50
238 185 52
240 185 54
242 185 57
244 185 58
247 185 60
249 186 61
250 186 62
252 187 61
253 188 61
254 190 59
254 191 58
254 193 57
254 194 56
254 195 55
254 197 54
254 198 53
253 200 52
253 201 51
253 203 50
253 204 49
252 206 48
252 207 47
251 209 47
250 211 46
250 212 45
249 214 44
248 215 44
247 217 43
247 219 42
246 220 41
246 222 41
245 223 40
245 225 39
245 227 39
244 228 38
244 230 37
244 231 36
244 233 36
244 234 35
245 236 34
245 237 33
245 239 32
245 240 31
246 242 29
246 243 28
247 245 27
247 246 25
248 247 23
248 249 22
249 250 20
